id,date,title,source,judge,type,outlet,article_hint,search_query
5194,2023.11.05,우리나라 수도 인구 비율은 세계 주요국보다 낮은 편이다, <서울은 아직 작다>(박수영 의원 10월 31일 페이스북 게시물)출처: 與 '김포 서울 편입' 입법 추진…성남·구리·하남 등도 거론(연합뉴스 10월 31일 보도),대체로 사실 아님,SKIP,,,
5193,2023.11.03,"액상형 대마는 합법이다
"," 해당 이슈 관련 언론 보도(JTBC, ""액상형 대마는 완전히 합법…홍대 이어 건대서도 '마약 광고'"")",전혀 사실 아님,TYPE_A,JTBC,액상형 대마는 완전히 합법…홍대 이어 건대서도 '마약 광고',액상형 대마는 완전히 합법…홍대 이어 건대서도 '마약 광고'
5192,2023.11.03,"응답자가 편향돼서 한국 매체 신뢰도 조사 결과 뺐다
", 10월 17일 문화체육관광위원회 국정감사,전혀 사실 아님,TYPE_D,,,응답자가 편향돼서 한국 매체 신뢰도 조사 결과 뺐다
5191,2023.11.03,조기 퇴근시키고 임금 삭감하는 ‘알바 꺾기' 법적 문제없다," 인터넷 커뮤니티 게시물(네이트판, 2023년 8월 21일)출처: 인터넷 커뮤니티 게시물(인스티즈, 2023년 10월 23일)",대체로 사실 아님,SKIP,,,
5190,2023.11.02,독일 아우토반에서 속도 제한 있는 구간보다 속도 제한 없는 구간에서 사망자 수가 더 높다, 기사 댓글 ,사실,SKIP,,,
5189,2023.11.02,후쿠시마산 수산물 수입금지에도 젓갈·건포류 등 수산가공물이 수입되었다, [단독]후쿠시마산 수산물 수입금지에도 젓갈·건포류 등 수산가공물 수입 659톤,판단 유보,SKIP,,,
5188,2023.11.02,국내 스타벅스 리프레셔 메뉴에는 실제 과일이 들어있지 않다 ," [뉴스딱] ""비싼 값에도 과일 없는 과일음료""…소송당한 스타벅스",전혀 사실 아님,SKIP,,,
5187,2023.11.02,조중동 신문의 인터넷 기사도 방심위 심의 대상이다, 류희림 방송통신심의위원장 국회 과학기술정보방송통신위원회 국정감사 발언,판단 유보,TYPE_D,,,조중동 신문의 인터넷 기사도 방심위 심의 대상이다
5184,2023.11.01,문재인 정부가 통계자료를 사전에 제공받은 것은 통계법 위반이 아니다, 10월 12일 기획재정위원회 국정감사,대체로 사실 아님,TYPE_D,,,문재인 정부가 통계자료를 사전에 제공받은 것은 통계법 위반이 아니다
5182,2023.11.01,내년부터 인공눈물 가격이 최대 10배 비싸져 4만 원까지 오른다," 서울경제 ""4000원 인공눈물 내년부턴 4만원 되나…'진짜 눈물 날 판'""",전혀 사실 아님,TYPE_A,서울경제,4000원 인공눈물 내년부턴 4만원 되나…'진짜 눈물 날 판',4000원 인공눈물 내년부턴 4만원 되나…'진짜 눈물 날 판'
5181,2023.10.31,학폭위가 끝나서 김승희 전 비서관 자녀에 전학 조치 내릴 수 없다, 임태희 경기도 교육감 국회 교육위원회 국정감사 발언,절반의 사실,TYPE_D,,,학폭위가 끝나서 김승희 전 비서관 자녀에 전학 조치 내릴 수 없다
5180,2023.10.31,10.29 이태원 참사의 진상이 대부분 규명됐다, 유엔 제5차 자유권위원회 한국 정부 대표단 발언,대체로 사실 아님,TYPE_D,,,10.29 이태원 참사의 진상이 대부분 규명됐다
5179,2023.10.27,"평생 투입된 시간당 소득, 개원 의사가 7급 공무원보다 적다 "," '개원의사와 7급공무원의 평생 투입된 시간 당 소득 비교' 인포그래픽출처: 정책현안보고 '세계적으로 일상화된 의사 단체행동' 13~19쪽(2020.1.22.)출처: 데일리메디, 특별기고 '의사 소득이 7급 공무원보다 적은 이유'",전혀 사실 아님,TYPE_B,데일리메디,,"평생 투입된 시간당 소득, 개원 의사가 7급 공무원보다 적다"
5178,2023.10.27,일본이 의대 정원 확대했지만 지역 의료 격차 문제 해결하지 못했다 ," 일본이 던진 교훈...""의사 수 확대, 의료불균형 해소 못 해"" (의학신문, 23/06/30)",사실,TYPE_A,의학신문,"의사 수 확대, 의료불균형 해소 못 해","의사 수 확대, 의료불균형 해소 못 해"
5177,2023.10.24,정치인이 출연한 유튜브 방송에 후원하면 출연한 정치인은 정치자금법 위반이다," 천지일보 ""이준석, 정치자금법 위반 혐의로 선관위 신고당해""출처: 해당 이슈 관련 인터넷 커뮤니티 게시물(디시인사이드, 2023.10.13)",전혀 사실 아님,SKIP,,,
5176,2023.10.24,한국 경제는 세계에서 대외의존도가 가장 높다, 윤석열 대통령의 국무회의 모두발언(2023.10.10),전혀 사실 아님,TYPE_D,,,한국 경제는 세계에서 대외의존도가 가장 높다
5175,2023.10.24,오피스텔 세입자에 특정 통신사 강제 시 직접 처벌 근거 없다," 인터넷 커뮤니티 게시물 (시보드, 2023년 10월 5일)출처: 인터넷 커뮤니티 게시물 (개드립, 2020년 3월 5일)",대체로 사실,SKIP,,,
5174,2023.10.20,"제로(무설탕) 탕후루는 건강에 유해하지 않다
", 언론사 자체 문제제기,대체로 사실 아님,TYPE_C,,,제로(무설탕) 탕후루는 건강에 유해하지 않다
5173,2023.10.20,의대 정원 유지해도 의사는 부족해지지 않는다 , 대한의사협회 <의사인력 추급수계 전문가 포럼> 발표,대체로 사실 아님,TYPE_D,,,의대 정원 유지해도 의사는 부족해지지 않는다
5172,2023.10.20,드라마 및 영화 촬영을 이유로 시민의 통행을 막을 수 있다, 언론사 자체 문제 제기,전혀 사실 아님,TYPE_C,,,드라마 및 영화 촬영을 이유로 시민의 통행을 막을 수 있다
5171,2023.10.19,쉬는 인구와 고령 취업자 증가가 고용지표 호조에 영향을 줬다, 언론사 자체 문제 제기,대체로 사실,TYPE_C,,,쉬는 인구와 고령 취업자 증가가 고용지표 호조에 영향을 줬다
5170,2023.10.20,'의대 정원 확대'에 대한 보수 언론 보도 태도가 3년 전 의사 파업 때와 달라졌다," 클리앙, '의대 정원 확대 3년전과 다른 언론 태도'(2023.10.15.)",대체로 사실,SKIP,,,
5169,2023.10.19,"21대 국회 입법 성과, 전체 국민 여론보다 4050세대 고소득층 여론에 집중됐다", 언론사 자체 문제 제기,대체로 사실,TYPE_C,,,"21대 국회 입법 성과, 전체 국민 여론보다 4050세대 고소득층 여론에 집중됐다"
5168,2023.10.18,"한국 현행법, 정치 신인 선거 운동 제한하고 현역 의원 선거 운동 사실상 4년 내내 지원하는 역할하고 있다", 언론사 자체 문제 제기,사실,TYPE_C,,,"한국 현행법, 정치 신인 선거 운동 제한하고 현역 의원 선거 운동 사실상 4년 내내 지원하는 역할하고 있다"
5167,2023.10.13,하마스가 납치한 이스라엘 어린이를 우리에 가뒀다," 천지일보, ‘팔레스타인 하마스, 이스라엘 군인 납치했다더니 민간인 어린이들 닭장에 가두고 ‘조롱’?… 박살 난 인권'",전혀 사실 아님,TYPE_B,천지일보,,하마스가 납치한 이스라엘 어린이를 우리에 가뒀다
5166,2023.10.17,지난 1년 6개월간 이재명에 대한 압수수색만 376차례에 달했다 ,  2023년 09월 12일 더불어민주당 의원총회(08:16-08:33) ,전혀 사실 아님,TYPE_D,,,지난 1년 6개월간 이재명에 대한 압수수색만 376차례에 달했다
5165,2023.10.18,금융당국의 세수 결손 대처가 제2의 외환위기를 일으킬 수 있다, 다수 언론의 문제 제기,대체로 사실 아님,TYPE_C,,,금융당국의 세수 결손 대처가 제2의 외환위기를 일으킬 수 있다
5164,2023.10.16,5~10년만 버티면 세금 체납 시효가 만료돼 납부 의무가 사라진다," 인터넷 커뮤니티(트위터, 2023년 10월 2일)",대체로 사실,SKIP,,,
5163,2023.10.10,한국 골프장 수는 전 세계 8위다," 인터넷 커뮤니티 게시물(트위터, 2023년 8월 27일)",사실,SKIP,,,
5160,2023.10.11,불법 전단을 배포만 해도 처벌 대상이다, 언론사 자체 문제제기,사실,TYPE_C,,,불법 전단을 배포만 해도 처벌 대상이다
5159,2023.10.10,외국어 메뉴판 규제 가능하다, 언론사 자체 문제 제기,전혀 사실 아님,TYPE_C,,,외국어 메뉴판 규제 가능하다
5158,2023.10.07,"스타벅스 기프티콘 이용 시 해당 금액보다 낮은 금액 음료 구입 후 잔돈을 받을 수 있게 됐다
", 언론사 자체 문제 제기,대체로 사실,TYPE_C,,,스타벅스 기프티콘 이용 시 해당 금액보다 낮은 금액 음료 구입 후 잔돈을 받을 수 있게 됐다
5157,2023.11.02,방사능 검출식품이라도 핵종증명서가 있다면 안전하다," 일본 오염수 방류 관련 일일 브리핑(대한민국 정책브리핑), 9월 29일자",판단 유보,TYPE_B,대한민국 정책브리핑,,방사능 검출식품이라도 핵종증명서가 있다면 안전하다
5156,2023.10.10,"구청장 재직 시절 연 1,000억 원 가량의 예산을 아꼈다", 김태우 후보 유세,대체로 사실,TYPE_D,,,"구청장 재직 시절 연 1,000억 원 가량의 예산을 아꼈다"
5155,2023.10.10,후쿠시마산 수산물로 만든 수산가공품도 국내 수입됐다, 언론사 자체 문제제기,사실,TYPE_C,,,후쿠시마산 수산물로 만든 수산가공품도 국내 수입됐다
5154,2023.10.10,"박원순, 오거돈, 안희정 보궐선거에 1000억 원 가까운 비용이 들었다", 김태우 국민의힘 강서구청장 후보 유세 발언,절반의 사실,TYPE_D,,,"박원순, 오거돈, 안희정 보궐선거에 1000억 원 가까운 비용이 들었다"
5153,2023.10.06,강서구청장 보궐선거 경비는 총 40억이다, 더불어민주당 서면브리핑,사실,TYPE_D,,,강서구청장 보궐선거 경비는 총 40억이다
5152,2023.10.05,일본군 장교 친일행위 판정기준은 독립군 토벌이다 , CBS 김현정의 뉴스쇼 박민식 국가보훈부 장관 출연 영상,대체로 사실 아님,SKIP,,,
5151,2023.10.05,비의원 출신에 비해 의원 출신 인사의 국회 인사청문회 통과 가능성이 더 높다, 언론사 자체 문제 제기,사실,TYPE_C,,,비의원 출신에 비해 의원 출신 인사의 국회 인사청문회 통과 가능성이 더 높다
5150,2023.10.05,약국 의약품이 부족해 약사들끼리 의약품 교품을 진행한다 , SNS 등 온라인 매체 ,대체로 사실,SKIP,,,
5149,2023.10.11,탕후루가 카페 음료보다 당 함유량 적다," 인터넷 커뮤니티 게시물(더쿠, 2023년 9월 17일)출처: 인터넷 커뮤니티 게시물(웃긴대학, 2023년 9월 12일)",대체로 사실,SKIP,,,
5148,2023.10.05,애플은 다른 나라와 달리 한국의 아이폰15 출고가에 변동된 환율을 반영하지 않았다," 인터넷 커뮤니티 게시물(디시인사이드 2023.09.13)출처: 해당 이슈 관련 언론보도(파이낸셜 뉴스 ""아이폰 15 한국서 사면 봉?…환율 고점 때 책정 가격 그대로"")",대체로 사실,SKIP,,,
5147,2023.10.06,구급차 타고 병원 지정해 갈 수 있다," 인터넷 커뮤니티 게시물(인스티즈, 2023년 9월 13일 게시물)출처: 해당 이슈 관련 언론 보도(JTBC ""아이 고열 119 신고…2시간 거리 특정병원 이송 요구한 부모"")",대체로 사실 아님,SKIP,,,
5146,2023.10.06,한국에서 인구가 가장 많은 연령은 61년생이다," 이데일리 ""늙어가는 한국, '1961년생' 최다 인구…서울은 '1993년생'""출처: 제천 뉴스저널 "" 인구통계-국내 연령별 최대 인구는 58년 개띠가 아닌 61년 소띠-100세 이상은 약 9천명""",전혀 사실 아님,TYPE_A,이데일리,"늙어가는 한국, '1961년생' 최다 인구…서울은 '1993년생'""출처: 제천 뉴스저널","늙어가는 한국, '1961년생' 최다 인구…서울은 '1993년생'""출처: 제천 뉴스저널"
5145,2023.10.06,최근 서울의 대규모 아파트 단지 입주로 인해 인근 전셋값이 하락한다, 국토교통부 실거래가 공개시스템의 전세 가격,절반의 사실,SKIP,,,
5144,2023.09.27,회사가 적자와 부채의 늪에 빠져 있어 주식 백지신탁이 불가능했다, 김행 여성가족부 장관 후보자 입장문(9월 19일)출처: 김행 여성가족부 장관 후보자 입장문(9월 20일),전혀 사실 아님,SKIP,,,
5143,2023.09.26,민간인도 '김영란법'에 저촉될 수 있다, 언론사 자체 문제 제기,대체로 사실 아님,TYPE_C,,,민간인도 '김영란법'에 저촉될 수 있다
5142,2023.09.22,OECD 국가도 언론사를 상대로 가짜뉴스 단속을 강화 중이다 ," 방송통신위원회 보도자료 <방통위, 가짜뉴스 근절 위한 패스트트랙 가동>",대체로 사실 아님,TYPE_D,,,OECD 국가도 언론사를 상대로 가짜뉴스 단속을 강화 중이다
5141,2023.09.22,개식용금지법을 '김건희법' 별칭으로 쓰기 시작한 것은 동물애호단체다, 박대출 국민의힘 국회의원 페이스북,전혀 사실 아님,SKIP,,,
5140,2023.09.22,올해 10월 2일 임시공휴일 지정은 내수진작에 도움이 된다 , 언론보도 ,대체로 사실 아님,SKIP,,,
5139,2023.09.22,정부 총지출 대비 R&D 투자 규모가 4% 밑으로 내려간 것은 드문 일이다, 9월 6일 MBC 라디오 '신장식의 뉴스하이킥',사실,TYPE_B,MBC,,정부 총지출 대비 R&D 투자 규모가 4% 밑으로 내려간 것은 드문 일이다
5138,2023.10.10,직장어린이집 의무 미이행 벌금이 직장어린이집 비용보다 저렴하다," [제보는Y] 직장 어린이집 백지화 알고보니...""벌금이 더 싸다?"" 발언 논란",대체로 사실,SKIP,,,
5137,2023.09.21,종이 빨대가 플라스틱 빨대보다 더 친환경적이다," 뉴시스, ""11월 24일부터 플라스틱 빨대 안된다는데...난감해진 커피전문점""",판단 유보,TYPE_A,뉴시스,11월 24일부터 플라스틱 빨대 안된다는데...난감해진 커피전문점,11월 24일부터 플라스틱 빨대 안된다는데...난감해진 커피전문점
5136,2023.09.20,2023년 9월 모로코 지진은 2월 튀르키예 지진과 닮은꼴이다 ," 모로코 지진 피해 왜 컸나‥'튀르키예 지진과 닮은꼴' (MBC 보도, 23/09/09)출처: ‘지진 안전지대’로 여겨 대비 부족… 심야-얕은 진원 탓 피해 커져 (동아일보 보도, 23/09/11)출처: 모로코 전역 여진 공포로 거리서 뜬눈… ‘앙숙’ 알제리 구호 손길 (서울신문 보도, 23/09/11)",대체로 사실 아님,TYPE_B,MBC,,2023년 9월 모로코 지진은 2월 튀르키예 지진과 닮은꼴이다
5135,2023.09.21,선진국에서는 가석방 없는 종신형을 폐지하는 추세다," ""선진국은 폐지 추세""…대법, '가석방 없는 무기징역' 반대",대체로 사실,SKIP,,,
5134,2023.09.19,휴대용 방사능 측정기는 효과 있다," 강원일보 ""횟집 단체 예약 ‘뚝’ … “손님 안심 시키려 방사능 측정기 놓아”""출처: 한국경제 ""셰프 눈앞에 있는데…초밥에 방사능 측정기 들이댄 中 남성""",대체로 사실 아님,TYPE_A,한국경제,"횟집 단체 예약 ‘뚝’ … “손님 안심 시키려 방사능 측정기 놓아”""출처: 한국경제 ""셰프 눈앞에 있는데…초밥에 방사능 측정기 들이댄 中 남성","횟집 단체 예약 ‘뚝’ … “손님 안심 시키려 방사능 측정기 놓아”""출처: 한국경제 ""셰프 눈앞에 있는데…초밥에 방사능 측정기 들이댄 中 남성"
5132,2023.10.04,노산 증가로 전체 출생아의 20%가 기형아다," 인터넷 커뮤니티(디씨인사이드, 9월 5일 게시물)출처: 인터넷 커뮤니티(블라인드, 2022년 11월 29일 게시물)",대체로 사실 아님,SKIP,,,
5130,2023.09.19,동물원이 '동물 감옥'인가…학대해도 처벌 규정 없다, 인터넷 커뮤니티 ,판단 유보,SKIP,,,
5129,2023.09.26,튀르키예와 독일에서 난민을 받아들인 후 범죄가 늘었다, 타사 언론 보도,대체로 사실 아님,SKIP,,,
5128,2023.09.14,이균용 대법원장 후보자는 여성폭력 가해자를 상습적으로 감형했다, KNN 뉴스 유튜브 채널출처: 더불어민주당 여성위원회 논평,대체로 사실,SKIP,,,
5127,2023.09.12,김익래가 벌금형을 받으면 현재 키움증권의 경영권에 문제가 생긴다 , 언론사 자체 문제제기,전혀 사실 아님,TYPE_C,,,김익래가 벌금형을 받으면 현재 키움증권의 경영권에 문제가 생긴다
5126,2023.09.18,'자유시 참변'은 일본의 사주로 일어났다, 언론 보도 ,전혀 사실 아님,SKIP,,,
5125,2023.09.12,1920년대 공산당은 1945년 해방 이후 북한 정권을 수립한 공산당과 맥락을 다르게 봐야 한다, 8월 29일 KBS 라디오 '최경영의 최강시사',사실,TYPE_B,KBS,,1920년대 공산당은 1945년 해방 이후 북한 정권을 수립한 공산당과 맥락을 다르게 봐야 한다
5124,2023.09.11,일본 원전 오염수 방류돼도 우리나라 수산물 안전하다," “강원 수산물 청정”…서울 한복판서 특판전출처: 창원시, '수(水)요일엔 수산물 데이(Day)' 캠페인 진행",대체로 사실,SKIP,,,
5123,2023.09.08,재일조선인총연합회는 약간 다소 친북성향의 단체이다 , 9월 4일 SBS 라디오 ‘김태현의 정치쇼’ ,전혀 사실 아님,TYPE_B,SBS,,재일조선인총연합회는 약간 다소 친북성향의 단체이다
5122,2023.09.07,오염수를 국제적으로 처리수라고 표현하고 있다," 김기현 ""국제적으로도 '처리수'…중요한 건 용어 아닌 실체""(연합뉴스 8월 30일 보도)출처: '오염수'냐, '처리수'냐...용어 변경 논란 재점화(YTN 8월 30일 보도)",절반의 사실,TYPE_A,연합뉴스,국제적으로도 '처리수'…중요한 건 용어 아닌 실체,국제적으로도 '처리수'…중요한 건 용어 아닌 실체
5121,2023.09.18,과도한 노출은 법적 처벌 대상이다," 인터넷 커뮤니티 게시물(보배드림 2021년 5월 4일 게시물)출처: 해당 이슈 관련 언론 보도(서울신문, 8월 17일)출처: 해당 이슈 관련 언론 보도(데일리안, 8월 18일)",판단 유보,SKIP,,,
5120,2023.09.05,여성안심귀갓길 큰 효과 없어 폐지했다, 성평화 최인호 유튜브 채널,대체로 사실 아님,SKIP,,,
5119,2023.09.04,"현직 장관의 ""정권교체 강화"" 발언은 선거법 위반이다", 언론사 자체 문제제기,판단 유보,TYPE_C,,,"현직 장관의 ""정권교체 강화"" 발언은 선거법 위반이다"
5118,2023.09.05,일본 정부 내에 관동대학살 사실관계 파악할 기록 없다 , 마쓰노 히로카즈 일본 관방장관의 기자회견(2023.08.30) ,전혀 사실 아님,SKIP,,,
5117,2023.09.01,현직 대통령의 노량진수산시장 방문은 윤석열 대통령이 처음이다," 尹 대통령, 노량진수산시장 찾아 상인 격려 및 오찬...현직 대통령 96년 만의 방문",전혀 사실 아님,TYPE_D,,,현직 대통령의 노량진수산시장 방문은 윤석열 대통령이 처음이다
5115,2023.09.07,"이명박 정부, 박근혜 정부 때의 언론 신뢰도가 문재인 정부 때보다 높았다"," 야권, 대통령실에 '이동관 부적격' 청문보고서 전달",대체로 사실 아님,TYPE_D,,,"이명박 정부, 박근혜 정부 때의 언론 신뢰도가 문재인 정부 때보다 높았다"
5114,2023.09.01,정당 대표의 옥중 공천권 행사는 가능하다, 타사 보도,대체로 사실,SKIP,,,
5112,2023.08.31,소득불평등이 커지면 흉악범죄 증가한다, 언론사 자체 문제제기,대체로 사실,TYPE_C,,,소득불평등이 커지면 흉악범죄 증가한다
5111,2023.08.29,"이재명 더불어민주당 대표에 대한 체포동의안 투표 때 민주당 의원이 일제히 퇴장하면, 체포동의안 물리칠 수 있다
", 8월20일 더민주혁신회의 민형배 의원 발언(46분25초부터),대체로 사실 아님,SKIP,,,
5110,2023.09.04,공기 중 직접 탄소포집(DAC)은 2050년까지 상용화 돼 탄소중립에 기여할 수 있다, 2050탄소중립시나리오,대체로 사실 아님,SKIP,,,
5109,2023.08.30,북한의 핵 공격 위협이 최고조에 이르렀을 때에는 선제타격도 국제법상 허용 된다, 홍준표 대구시장 8월 21일 페이스북 ,판단 유보,SKIP,,,
5108,2023.08.25,'검수완박(검찰·경찰 수사권 조정)' 때문에 경찰 지구대 인력이 부족해졌다," 조수진 국민의힘 의원, 8월 21일 최고위원회의 발언(국민의힘 보도자료)출처: 전주혜 국민의힘 의원, 8월 21일 국회 법제사법위원회 한동훈 법무부 장관 상대 질의 응답(국회 속기록)출처:  조선일보, '""일할 경찰이 없다""…신림 성폭행 살인, 검경 수사권 조정이 소환 되는 이유'(2023.8.20.)출처: 세계일보, '서울서만 순경 4600여명 결원… 치안 최전선 ‘구멍’'(2023.8.21)",전혀 사실 아님,TYPE_B,조선일보,,'검수완박(검찰·경찰 수사권 조정)' 때문에 경찰 지구대 인력이 부족해졌다
5107,2023.08.25,"여성안심귀갓길, 문구만 써놔 효과 없다", 언론사 자체 문제제기,전혀 사실 아님,TYPE_C,,,"여성안심귀갓길, 문구만 써놔 효과 없다"
5106,2023.08.25,범죄자 중 정신질환자 비율 높지 않다, YTN 라디오 '신율의 뉴스정면승부',사실,TYPE_B,YTN,,범죄자 중 정신질환자 비율 높지 않다
5105,2023.09.01,여운형 선생·홍범도 장군만 건국훈장 두번 받았다,  YTN 라디오 '뉴스킹 박지훈입니다',전혀 사실 아님,TYPE_B,YTN,,여운형 선생·홍범도 장군만 건국훈장 두번 받았다
5104,2023.08.23,"일본 현직 총리의 야스쿠니 신사 참배 및 공물료 봉납에 대한 한국 외교부 성명, 과거보다 비판 수위 낮췄다", 언론사 자체 문제 제기,대체로 사실 아님,TYPE_C,,,"일본 현직 총리의 야스쿠니 신사 참배 및 공물료 봉납에 대한 한국 외교부 성명, 과거보다 비판 수위 낮췄다"
5103,2023.08.21,"총리가 아닌 자민당 총재 명의로 공물료 봉납, 일본이 과거보다 수위 낮췄다", 언론사 자체 문제 제기 ,대체로 사실 아님,TYPE_C,,,"총리가 아닌 자민당 총재 명의로 공물료 봉납, 일본이 과거보다 수위 낮췄다"
5102,2023.09.07,후쿠시마 오염수와 정상 원전 배출수의 방사능 농도는 다르다, 언론 보도,절반의 사실,SKIP,,,
5101,2023.08.18,AI로 가수 목소리를 학습해 노래 만들면 저작권 문제 없다, 인터넷 커뮤니티 게시물 댓글(에펨코리아 5월 2일 게시물에 달린 댓글),판단 유보,SKIP,,,
5099,2023.08.18,"잼버리 대체 프로그램, 대회 취지에 맞다", 새만금 세계스카우트잼버리 조직위원회 보도자료,대체로 사실 아님,TYPE_D,,,"잼버리 대체 프로그램, 대회 취지에 맞다"
5098,2023.09.04,치수기능의 환경부 이관이 수해 피해 키웠다, 언론보도,판단 유보,SKIP,,,
5097,2023.08.17,"좌뇌형 인간, 우뇌형 인간은 따로 있다","  GG브레인파워연구소, '세계적 천재들도 너만큼 산만했다'(2017) 책 수록 내용출처: 한국에너지관리공단 블로그, [에너지 라이프] 좌뇌 우뇌 특징 & 1분 안에 확인하는 두뇌 성향 테스트(2016.4.22.)",전혀 사실 아님,SKIP,,,
5096,2023.08.17,‘묻지마 살인범’이 ‘면식범’보다 많다, 언론사 자체 문제제기,전혀 사실 아님,TYPE_C,,,‘묻지마 살인범’이 ‘면식범’보다 많다
5095,2023.08.21,반값 등록금 때문에 서울시립대 경쟁력 떨어졌다," 이숙자 서울시의회 기획경제위원장 YTN라디오 발언, ‘YTN 뉴스FM 슬기로운 라디오생활‘시립대, 대학 랭킹 500위→800위 '뚝'...""박원순 표 반값 등록금, 효과 다 했다""’(2023.08.03)출처: 서울시의회 보도자료, ‘서울시립대학교 ‘반값 등록금’ 시행 이후, 학교 순위는 ‘곤두박질’, 그만 두는 학생 ‘줄이어’’(2022.11.14.)",대체로 사실 아님,TYPE_A,YTN,"박원순 표 반값 등록금, 효과 다 했다","박원순 표 반값 등록금, 효과 다 했다"
5094,2023.08.29,백선엽은 일제에 협력해 한인 독립군을 토벌했다, 김성주 더불어민주당 의원 페이스북,대체로 사실,SKIP,,,
5093,2023.09.21,한국에서는 팁 문화가 불법이다, 한국에서는 팁 문화가 불법인 이유(에펨코리아 2022년 6월 27일 게시물)출처: 의외로 한국에서 팁 문화가 불법인 이유(루리웹 2022년 1월 6일 게시물),대체로 사실 아님,SKIP,,,
5092,2023.08.11,교권 침해 근원이 학생인권조례에서 출발한 측면이 많다, 뉴시스 보도,대체로 사실 아님,TYPE_B,뉴시스,,교권 침해 근원이 학생인권조례에서 출발한 측면이 많다
5091,2023.08.11,7만 원짜리 잼버리 텐트를 25만 원에 납품했다," 핫한뉴스, “텐트 값으로 59억 챙기기?” 7만 원짜리 텐트가 25만 원으로 둔갑 잼버리 비리 또 터졌다출처: ggjkl, “7만원짜리 텐트가 25만원으로 둔갑” 텐트로 만 45억 챙겼다.. 잼버리 비리 폭로되자 모두 분노",전혀 사실 아님,SKIP,,,
5089,2023.08.18,편의점 앞 테라스에서 술 마시면 불법이다, 편의점 업주 관련 네이버 카페 '편알모' 게시물(23년 4월 4일),대체로 사실 아님,SKIP,,,
5088,2023.08.13,외국에선 폭염에도 이름을 붙인다, SBS 라디오 김태현의 정치쇼,사실,TYPE_B,SBS,,외국에선 폭염에도 이름을 붙인다
5086,2023.08.22,부모 동반한 미성년자가 술 마시는 걸 신고하면 업주도 처벌된다, 인터넷 카페 게시물 내용(7월 30일 자영업자 인터넷 카페 '아프니까 사장이다' 게시물),대체로 사실,SKIP,,,
5085,2023.08.10,법적으로 사복 입은 경찰이 신분과 소속 밝히지 않고 검문해서는 안 된다," 인터넷 커뮤니티 게시물 댓글(보배드림, 8월 6일자 게시물)출처: 관련 기사 댓글(조선일보, 8월 6일자 기사)출처: 관련 기사 댓글(이데일리, 8월 6일자 네이버 기사 댓글창)",대체로 사실,SKIP,,,
5084,2023.08.10,"잼버리 파행, 윤석열 정부 책임이다", 언론사 자체 문제제기,절반의 사실,TYPE_C,,,"잼버리 파행, 윤석열 정부 책임이다"
5083,2023.08.08,새만금 잼버리 온열질환자 규모는 일상적인 수준이다, 새만금 세계스카우트잼버리 조직위원회 브리핑,대체로 사실 아님,TYPE_D,,,새만금 잼버리 온열질환자 규모는 일상적인 수준이다
5082,2023.08.08,"직원 1.6만명인데 임원 1.4만명, 새마을금고 조직구조 희한하다", <한국경제> 보도 '직원 1.6만명인데 임원 1.4만명…희한한 새마을금고 조직구조'(23.07.05.),전혀 사실 아님,TYPE_B,한국경제,,"직원 1.6만명인데 임원 1.4만명, 새마을금고 조직구조 희한하다"
5081,2023.08.07,올해 해수면 온도가 급격히 상승했다, 언론사 자체 문제 제기,사실,TYPE_C,,,올해 해수면 온도가 급격히 상승했다
5080,2023.08.03,"최근 3년 수능·6월 모의평가 킬러 문항 22개다
", 타사 언론 보도,절반의 사실,SKIP,,,
5079,2023.08.03,주요 국가들은 교사의 생활지도권을 명문화된 규정으로 명시하고 있다, 언론사 자체 문제제기,대체로 사실,TYPE_C,,,주요 국가들은 교사의 생활지도권을 명문화된 규정으로 명시하고 있다
5078,2023.08.01,"몰래 한 녹음, 아동학대 사건에서 증거능력 인정 안 된다", 언론사 자체 문제제기,대체로 사실 아님,TYPE_C,,,"몰래 한 녹음, 아동학대 사건에서 증거능력 인정 안 된다"
5076,2023.08.01,"2023년 여름, 유독 한국에서 코로나 확산세가 심각하다"," Our World in Data, ""Daily new confirmed COVID-19 cases per million people"", (검색일: 2023.08.01.)",판단 유보,SKIP,,,
5074,2023.08.01,문재인 정부가 4대강 보 해체해 충남과 전라 물난리 났다," 파이낸스투데이, '충남과 전라 최악의 물난리, “文정부 4대강 보 해체가 결정적 요인” 주장 나와'",전혀 사실 아님,SKIP,,,
5071,2023.09.22,IPCC는 보고서에서 CCUS를 탄소 감축 필수 기술로 언급하고 있다, 언론사 자체 문제제기,절반의 사실,TYPE_C,,,IPCC는 보고서에서 CCUS를 탄소 감축 필수 기술로 언급하고 있다
5068,2023.10.05,탄소포집 기술은 재생에너지보다 경제성이 뛰어난 탄소중립 대안이다, 이데일리 탄소중립 포럼(6월 27일). 조원동 규제개혁위원회 위원 발언,전혀 사실 아님,TYPE_B,이데일리,,탄소포집 기술은 재생에너지보다 경제성이 뛰어난 탄소중립 대안이다
5067,2023.10.05,탄소포집저장(CCS) 기술로 2030년까지 연간 480만톤의 온실가스를 감축할 수 있다, 탄소중립 녹색성장 기본계획,대체로 사실 아님,SKIP,,,
5066,2023.08.25,탄소포집·저장·활용(CCU) 기술은 2030년 이전 상용화될 수 있다, 제1차탄소중립녹색성장 기본계획,대체로 사실 아님,SKIP,,,
