id,date,title,source,judge,type,outlet,article_hint,search_query
4401,2022.09.21,영국 왕족 여성만 장례식장에서 검은 망사 모자를 쓴다, 9월 20일 '김어준의 뉴스공장' 1-2부 중(17:51~18:47),대체로 사실 아님,SKIP,,,
4400,2022.09.22,스토킹 처벌이 약하다, 언론사 자체 문제제기,사실,TYPE_C,,,스토킹 처벌이 약하다
4399,2022.12.08,"국내 전기차 보조금, 테슬라가 싹쓸이했다", 언론보도출처: 언론보도,전혀 사실 아님,SKIP,,,
4398,2022.09.20,'음료 든 컵 들고 버스 탑승 금지' 법적 근거 없다, 제보영상 보도한 언론 보도,전혀 사실 아님,SKIP,,,
4397,2022.09.19,MB시절 당시 야당 등의 '하천정비 반대' 때문에 포항지역 태풍 피해가 컸다, 2022.09.13. 국민의힘 원내대책회의 ,전혀 사실 아님,SKIP,,,
4396,2022.09.19,‘자이언트 스텝’·‘울트라 스텝’은 한국산 용어다, SNS 게시글출처: SNS 게시글,사실,SKIP,,,
4395,2022.09.19,조선족은 은행 ATM 수수료 면제 받는다, 온라인 카페출처: 온라인 커뮤니티출처: SNS,전혀 사실 아님,SKIP,,,
4394,2022.09.22,고물가에 고가형 커피 인기는 줄고 저가형 커피가 인기다, 언론사 자체 문제제기,사실,TYPE_C,,,고물가에 고가형 커피 인기는 줄고 저가형 커피가 인기다
4393,2022.09.19,전남 신안군이 전국 군(郡) 단위 중 유일하게 인구가 늘어나고 있다," 이재명 유튜브 라이브 방송(2022년 9월 15일자, [LIVE] 익산에서 전주가는 길. 같이 가실까요?)",대체로 사실 아님,SKIP,,,
4392,2022.09.19,"한국, 50년 뒤 '세계에서 가장 늙은 나라' 된다", 언론보도출처: 온라인 커뮤니티출처: 어린이 조선일보 블러그,대체로 사실,TYPE_B,조선일보,,"한국, 50년 뒤 '세계에서 가장 늙은 나라' 된다"
4391,2022.09.20,판사 1명이 국민의힘 가처분 재판 결정한다, MBC <김종배의 시선집중> 9/14 (수) 與 비대위 우여곡절 끝에 출범! 당 정상화 될까? - 김종혁 국민의힘 비대위원 (당 혁신위 대변인),전혀 사실 아님,TYPE_A,MBC,김종배의 시선집중,김종배의 시선집중
4390,2022.09.16,서해 바닷물이 역류해 한강 둔치가 침수된다, 언론 보도,사실,SKIP,,,
4389,2022.09.16,지난달 중부 지방 폭우는 '100년 만의 물폭탄'이다, 언론사 자체 문제 제기,대체로 사실 아님,TYPE_C,,,지난달 중부 지방 폭우는 '100년 만의 물폭탄'이다
4388,2022.09.15,이명박 정부 때 민주당이 지류·지천 종합정비계획 반대했다, 9월 13일 국민의힘 원내대책회의,전혀 사실 아님,SKIP,,,
4387,2022.09.15,정부가 저소득층에게 재난지원금을 추가로 지급한다는 문자를 보냈다 , 스미싱 메시지 내용,전혀 사실 아님,SKIP,,,
4386,2022.09.15,국회 통과한 특검법안은 모두 여야 합의였다," MBC <김종배의 시선집중> 9/8 (목) <입센조> 민주당發 김건희 특검, 성사 가능성은? - 조응천 더불어민주당 의원",전혀 사실 아님,TYPE_A,MBC,김종배의 시선집중> 9/8 (목) <입센조,김종배의 시선집중> 9/8 (목) <입센조
4385,2022.09.15,한국의 실질 문맹률이 75%에 달한다," '심심한 사과 말씀 드린다' 했더니 댓글에 '난 안 심심해'..한국 '실질 문맹률' 75% (파이낸셜뉴스, 2022.08.22)출처: ‘심심한 사과’ ‘가 불러 일으킨 문해력 논란...실제 조사 충격 (주간조선, 2022.08.22)출처: '심심한 사과' 표현에 왜 뿔났나…""진심으로 사과"" 재공지 (한국경제신문, 2022.08.21)",대체로 사실 아님,TYPE_B,한국경제,,한국의 실질 문맹률이 75%에 달한다
4384,2022.09.14,여성가족부 등록 위안부 피해자 240명 중 강간 피해·사망자 1명도 없다, 위안부법폐지국민행동 성명문,전혀 사실 아님,SKIP,,,
4383,2022.09.14,다른 나라에선 자국만 우대하는 전기차 보조금 정책 펼친다, 온라인 커뮤니티출처: 온라인 커뮤니티,사실,SKIP,,,
4382,2022.09.15,강남 상습 침수는 서울시의 미흡한 대책 때문이다," 1조4000억 부었는데 또...강남 '상습 물난리'의 진실은출처: ""이럴 땐 강북이 좋네""...폭우때마다 잠기는 강남에 시민들 뿔났다출처: '단골 침수 지역' 강남, 또 물바다… 아스팔트 많아 빗물 배출 어려워",대체로 사실,SKIP,,,
4381,2022.09.14,뱀에 물렸을 때 독이 몸 전체에 퍼지지 않도록 강하게 묶어야 한다, 뉴시스 <논일 하던 중 뱀 물린 60대..이웃 응급처치로 생명구해> 기사출처: 동아일보 <논일하다 뱀 물린 60대...이웃 주민들 응급처치로 목숨 구했다> 기사 ,절반의 사실,TYPE_A,동아일보,논일 하던 중 뱀 물린 60대..이웃 응급처치로 생명구해,논일 하던 중 뱀 물린 60대..이웃 응급처치로 생명구해
4380,2022.09.14,내년 공공임대주택 공급물량 줄지 않는다," '공공임대 예산 삭감' 논란에…원희룡 ""저소득층 물량 안 줄어""",대체로 사실 아님,SKIP,,,
4379,2022.09.14,대선 선거범죄로 유죄 확정돼도 국회의원직은 유지된다, 언론사 자체 문제 제기,전혀 사실 아님,TYPE_C,,,대선 선거범죄로 유죄 확정돼도 국회의원직은 유지된다
4378,2022.09.15,요즘 미국 학교에는 총기 사고에 대비한 세이프룸이 있다, 온라인 커뮤니티,절반의 사실,SKIP,,,
4377,2022.09.09,고구마를 생것으로 먹으면 암세포가 싹 사라진다, 노년 생활 정보 유튜브 채널 ‘조여사전성시대’,대체로 사실,SKIP,,,
4376,2022.09.08,명절 고속도로 통행료 면제하면 한국도로공사 부채 가중된다, 관련 언론보도 댓글,판단 유보,SKIP,,,
4375,2022.09.08,차례상에 전 안 올려도 되고 '홍동백서' '조율이시' 표현 없었다, 9월 5일 '대국민 차례 간소화 기자회견' 언론 보도출처: 추석 차례 간소화 표준안 리플렛,사실,SKIP,,,
4374,2022.09.08,내년 9급 1호봉 급여는 수당 포함 200만 원을 넘지 못한다," 전국공무원노동조합 '사실상 임금 삭감, 공무원의 생존권을 외면한 윤석열 정부 규탄' 기자회견",전혀 사실 아님,SKIP,,,
4373,2022.09.09,은행원들의 평균 연봉은 1억 원에 달한다, 조선비즈 <[기자수첩] 금융노조가 국민 공감을 얻지 못한 이유> 기사출처: 조선일보 <[사설] 국민은 고금리 고생인데 연봉 1억 은행원들 ‘돈 더 달라’ 파업 위협>,대체로 사실,TYPE_A,조선일보,[기자수첩] 금융노조가 국민 공감을 얻지 못한 이유,[기자수첩] 금융노조가 국민 공감을 얻지 못한 이유
4372,2022.09.07,유튜버들의 위험천만한 돈벌이 방송을 제지할 수단이 없다," '위험천만' 태풍 체험‥""수영하면 1억 줄게"" 기사",전혀 사실 아님,SKIP,,,
4371,2022.09.08,가을 태풍이 더 위력적이고 피해 규모가 크다, 최악의 사라 매미 루사...모두 '가을 태풍'출처: 힌남노 위력 역대 3번째… ‘센 태풍’ 모두 가을에 왔다출처: 더 잦고 더 독해진다… 한반도 가을은 ‘잔인한 태풍’의 계절,대체로 사실,SKIP,,,
4370,2022.09.07,"기후변화가 힌남노 '역대 최강'으로 만들었다
", 온라인커뮤니티출처: 온라인커뮤니티출처: SNS 게시글,대체로 사실,SKIP,,,
4369,2022.11.28,월 27만 원 노인일자리 용돈벌이 허드렛일이다, 무늬만 일자리? 노인일자리 사업의 현주소출처: 추경호 “문 정부 고용 증가? 질적으론 아쉬워...노인/단기 일자리 다수”,대체로 사실 아님,SKIP,,,
4368,2022.11.21,尹정부 첫 복지예산안은 다정한 예산이다," MBC <김종배의 시선집중> 9/2 (금) ""불안 재정 NO! 22대 입법으로 민생 집중할 것"" - 진성준 더불어민주당 원내수석부대표출처: MBC <김종배의 시선집중> 9/2 (금) ""100대 입법으로 국가 대도약 기반 만들 것"" - 송언석 국민의힘 원내수석부대표",대체로 사실 아님,TYPE_A,MBC,"불안 재정 NO! 22대 입법으로 민생 집중할 것"" - 진성준 더불어민주당 원내수석부대표출처: MBC <김종배의 시선집중> 9/2 (금)","불안 재정 NO! 22대 입법으로 민생 집중할 것"" - 진성준 더불어민주당 원내수석부대표출처: MBC <김종배의 시선집중> 9/2 (금)"
4367,2022.09.06,"2023년도 5급 이하 공무원 급여, 사실상 삭감이다", 전국공무원노동조합 성명서,사실,SKIP,,,
4366,2022.09.05,한국의 법인세는 OECD 평균보다 높다," 이재명, 한덕수 총리에 ""초대기업의 법인세는 왜 깎느냐""",대체로 사실,SKIP,,,
4365,2022.09.08,美 '전기차 차별'(인플레이션 감축법)은 한미 FTA 규정 위반이다," 9월 1일 국회 본회의 출처: 국회, '韓전기차 지원 제외' 美인플레감축법 우려 결의안 채택",대체로 사실,SKIP,,,
4364,2022.09.05,한국 정부는 론스타에 95.4% 승소했다, 8월 31일 브리핑과 보도자료,대체로 사실 아님,TYPE_D,,,한국 정부는 론스타에 95.4% 승소했다
4363,2022.09.05,미국 금리가 올라서 우리나라 주가가 떨어진다, 언론사 자체 문제 제기,사실,TYPE_C,,,미국 금리가 올라서 우리나라 주가가 떨어진다
4362,2022.09.07,고가 장신구 착용하고 출국할 땐 신고해야 한다, 온라인 커뮤니티,사실,SKIP,,,
4361,2022.09.02,코로나19 백신 접종에 따른 중증화 예방에 차이가 없다, 제1차 예산결산특별위원회 전체회의(2022.08.29),전혀 사실 아님,TYPE_D,,,코로나19 백신 접종에 따른 중증화 예방에 차이가 없다
4360,2022.09.02,분홍 구름은 태풍의 전조현상이다, 온라인 커뮤니티출처: 온라인 커뮤니티,전혀 사실 아님,SKIP,,,
4359,2022.09.01,'소보로빵 비누'는 불법이다, 인터넷 커뮤니티 출처: 누리꾼 댓글 반응출처: 누리꾼 댓글 반응,전혀 사실 아님,SKIP,,,
4358,2022.09.01,국민은행 콜센터 용역업체가 빼빼로데이에 직원에게 '삐삐머리'를 강요했다, '빼빼로데이에는 삐삐머리'‥용역업체 콜센터 황당 갑질,전혀 사실 아님,SKIP,,,
4357,2022.09.01,임대차법 때문에 전셋값 폭등한다," 매일경제, '8월 전세대란 이미 현실로... 아파트 임대료 치솟자 빌라 전월세로 내몰려'출처: 한국경제, ""재계약 하려면 월세 100만원 달라""... 임대차법 청구서에 '한숨'",전혀 사실 아님,TYPE_A,한국경제,재계약 하려면 월세 100만원 달라,재계약 하려면 월세 100만원 달라
4356,2022.08.30,제2부속실 없애고 영부인 일정 줄였다," 김건희, 첫 등판서 '조용한 반성' 강조…배우자 행보 최소화하나출처: [윤석열 인터뷰] “靑수석 없애고 제2부속실 폐지”",전혀 사실 아님,TYPE_D,,,제2부속실 없애고 영부인 일정 줄였다
4355,2022.08.30,"서울우유 커피우유 3종, 성분은 같아도 맛은 다르다", 언론사 자체 문제 제기,대체로 사실,TYPE_C,,,"서울우유 커피우유 3종, 성분은 같아도 맛은 다르다"
4354,2022.08.30,흡연 경고 그림이 흡연율을 떨어뜨린다, 언론사 자체 문제 제기,대체로 사실 아님,TYPE_C,,,흡연 경고 그림이 흡연율을 떨어뜨린다
4353,2022.08.29,"국회의원 겸직 국무위원, 양쪽 급여 모두 받는다", 언론사 자체 문제제기,전혀 사실 아님,TYPE_C,,,"국회의원 겸직 국무위원, 양쪽 급여 모두 받는다"
4352,2022.08.26,코로나 확진자는 헌혈할 수 없다, 코로나 백신 헌혈 가능 불가능 조건과 부작용 헌혈 전 체크할 점,전혀 사실 아님,SKIP,,,
4351,2022.08.26,미국은 백악관에 근무하는 모든 인원들의 신원을 다 공개한다, TBS 김어준의 뉴스공장(8월19일 민주당 진성준 의원 인터뷰),대체로 사실,TYPE_D,,,미국은 백악관에 근무하는 모든 인원들의 신원을 다 공개한다
4350,2022.08.26,코로나19 확진되면 면역이 1년은 유지된다," 뉴스1 기사 <""3차 접종하고도 걸렸는데""…감염자도 부스터샷 권고에 시민들 혼란>",절반의 사실,TYPE_A,뉴스1,3차 접종하고도 걸렸는데,3차 접종하고도 걸렸는데
4349,2022.08.26,제네바 협약에서 민방위복을 노란색으로 정해놨다," 온라인 게시글출처: 노란 민방위복은 간부 전유물?···복구 현장선 안보여(뉴시스, 2017.07.20)",전혀 사실 아님,TYPE_B,뉴시스,,제네바 협약에서 민방위복을 노란색으로 정해놨다
4348,2022.08.26,코로나19에도 한국은 가정폭력이 감소했다," BBC, 코로나19: 유럽 내 봉쇄조치로 가정폭력 피해 급증...한국의 경우는?, 20.04.14",대체로 사실 아님,SKIP,,,
4347,2022.08.26,대통령 취임식 초청 명단 파기는 위법이다," 김대기 ""취임식 참석자 자료 없어…개인정보라 파기했다고 들어""(2022.08.23, 연합뉴스)출처: 취임식 초청 명단 파기에 김대기 ""모른다·자료 없다·확인하겠다""(2022.08.24, 오마이뉴스)",대체로 사실,TYPE_A,연합뉴스,"취임식 참석자 자료 없어…개인정보라 파기했다고 들어""(2022.08.23, 연합뉴스)출처: 취임식 초청 명단 파기에 김대기","취임식 참석자 자료 없어…개인정보라 파기했다고 들어""(2022.08.23, 연합뉴스)출처: 취임식 초청 명단 파기에 김대기"
4346,2022.08.25,입국 전 코로나19 검사 의무인 OECD 국가는 한국뿐이다," 뉴스1, 일본도 풀려는 '입국 전 검사'… 정부 ""문제 인식해 전문가 의견수렴""",대체로 사실,TYPE_A,뉴스1,문제 인식해 전문가 의견수렴,문제 인식해 전문가 의견수렴
4345,2022.08.29,"검찰청법은 부패범죄, 경제범죄가 아닌 다른 유형의 범죄를 구체화할 권한을 위임할 수 있다", 한동훈 법무부장관 '검사의 수사개시 범죄 범위에 관한 규정(대통령령)’ 개정안 입법예고 브리핑,판단 유보,TYPE_D,,,"검찰청법은 부패범죄, 경제범죄가 아닌 다른 유형의 범죄를 구체화할 권한을 위임할 수 있다"
4344,2022.08.29,'대통령 취임식 초청자 명단' 폐기해도 문제없다, 2022.08.05. 행정안전부 의정관 의정담당관실 보도 설명자료 ,대체로 사실 아님,SKIP,,,
4343,2022.08.25,신한금융지주가 한화손해보험 인수를 추진한다, 머니투데이,전혀 사실 아님,TYPE_B,머니투데이,,신한금융지주가 한화손해보험 인수를 추진한다
4342,2022.08.25,새 정부는 폭등한 집값과 전셋값을 안정시켰다," ""(새 정부는) 폭등한 집값과 전셋값을 안정시켰다""",절반의 사실,SKIP,,,
4341,2022.08.24,국민 90%가 '검수원복 시행령'을 문제없다고 본다," 與 ""野 검수완박 꼼수 강행""…野 ""시행령 한동훈, 대통령 권한 넘나""(2022.08.22, 뉴시스)",전혀 사실 아님,TYPE_A,뉴시스,"野 검수완박 꼼수 강행""…野 ""시행령 한동훈, 대통령 권한 넘나","野 검수완박 꼼수 강행""…野 ""시행령 한동훈, 대통령 권한 넘나"
4340,2022.08.24,출범 100일까지 내각 완성 못한 건 尹정부가 처음이다," 김종인 ""尹정부 100일, 국민에 절망…이준석 품는 아량 있어야""(2022.08.21, 연합뉴스)",대체로 사실,TYPE_A,연합뉴스,"尹정부 100일, 국민에 절망…이준석 품는 아량 있어야","尹정부 100일, 국민에 절망…이준석 품는 아량 있어야"
4339,2022.08.25,광화문광장 공사로 인한 차선 축소로 광화문 일대 자동차 속도 줄지 않았다, 서울시,대체로 사실 아님,SKIP,,,
4338,2022.08.23,특별감찰관은 대통령실이 먼저 국회에 추천 요청 공문을 보내야한다, 언론 보도,전혀 사실 아님,SKIP,,,
4337,2022.08.23,강남 '비키니 오토바이'는 처벌 대상이다, 온라인 커뮤니티출처: 온라인 커뮤니티,절반의 사실,SKIP,,,
4336,2022.08.24,"오세훈 시장 재추진 '빗물터널', 강남엔 뚫을 곳 없다
", SNS 및 댓글 ,전혀 사실 아님,SKIP,,,
4335,2022.08.22,"매각 대상 국유재산 강남 건물 6곳, 유휴·저활용 재산이다", 국유재산 매각ㆍ활용 확대는 전체 국유재산 중에서 유휴ㆍ저활용 재산을 매각ㆍ활용하려는 정책입니다. - 기획재정부,전혀 사실 아님,SKIP,,,
4334,2022.08.22,‘여성이사 할당제’ 법 어겨도 처벌조항 없다," 뉴시스, '여성이사 할당제' 시작은 했지만…""안지켜도 제재 없어"" ",사실,TYPE_A,뉴시스,안지켜도 제재 없어,안지켜도 제재 없어
4333,2022.08.19,"대우조선해양 하청 노동자 파업, 불법이다"," 언론보도, 정치인 발언 등",판단 유보,SKIP,,,
4332,2022.08.19,A씨 부부의 혈액형은 모두 B형이라 혈액형 조합상 A형 자녀가 나올 수 없다," “시험관 시술로 아들 낳아 26년 키웠는데…아빠와 유전자 불일치 충격”(2022.08.17., 조선일보)출처: “시험관 시술로 26년간 키운 아들…아빠와 유전자 불일치”(2022.08.17., 동아일보)출처: ""믿고 싶지 않았다""…시험관 시술로 26년간 키운 아들, 아빠와 유전자 불일치(2022.08.17., 매일신문)",대체로 사실 아님,TYPE_B,조선일보,,A씨 부부의 혈액형은 모두 B형이라 혈액형 조합상 A형 자녀가 나올 수 없다
4331,2022.08.19,여론조사 때 60·70대 구분 않으면 尹 지지율 높아진다, MBC라디오 '김종배의 시선집중' 8월 16일자 이준석 전 국민의힘 대표 인터뷰,대체로 사실 아님,TYPE_B,MBC,,여론조사 때 60·70대 구분 않으면 尹 지지율 높아진다
4330,2022.08.19,카타르 현지를 방문하는 모든 사람은 혼외정사가 철저히 금지된다, England football fans buying condoms at Qatar World Cup could be 'shopped' to police,사실,SKIP,,,
4329,2022.08.19,경기도가 전국 광역단체 중 가장 많은 온실가스를 배출한다, 다수 언론의 문제 제기,절반의 사실,TYPE_C,,,경기도가 전국 광역단체 중 가장 많은 온실가스를 배출한다
4328,2022.08.19,현재 우리 건축법에 반지하는 주거공간이 아니다," CBS 김현정의 뉴스쇼 8월 10일 인터뷰 전문출처: 노컷뉴스 <조원철 ""강남역 가봐라, 지하로 물빠질 구멍조차 부족해""> 기사",전혀 사실 아님,TYPE_D,,,현재 우리 건축법에 반지하는 주거공간이 아니다
4327,2022.08.18,휴대폰 충전하면서 통화하면 감전사할 수 있다, SNS 및 인터넷 커뮤니티,대체로 사실 아님,SKIP,,,
4326,2022.08.18,성인 실종은 가출로 분류된다, 온라인 커뮤니티,대체로 사실,SKIP,,,
4325,2022.08.17,위암 치료는 우리나라가 세계 1등이다, 드라마 '이상한 변호사 우영우' 대사,사실,SKIP,,,
4324,2022.08.17,반지하 주택은 안보 목적으로 생겨났다," 유현준 홍익대 건축학과 교수 유튜브 영상출처: 이데일리 ""한국에 '반지하'가 많은 이유…건축학 교수가 말했다""",대체로 사실,SKIP,,,
4323,2022.08.25,도림천 같은 지천에는 수위 예측 시스템이 없다," 6년 전 개발된 ‘하천수위 모니터링’ 지시한 尹대통령…왜?(2022.08.10, 서울신문)",전혀 사실 아님,TYPE_B,서울신문,,도림천 같은 지천에는 수위 예측 시스템이 없다
4322,2022.08.16,만 5세 입학으로 연령 하향은 세계적인 흐름이다," 尹 ""만5세 입학, 방과후돌봄 정착 전제로 각계의견 수렴해 추진""(종합)",전혀 사실 아님,SKIP,,,
4321,2022.08.16,"드라마 '이상한 변호사 우영우' 작가가 졸업한 하자센터, 박원순이 설립했다"," 유튜브 영상 ""밝혀진 드라마 속 의도""출처: 온라인 커뮤니티출처: [노컷뉴스] ""이상한 변호사 박원순""…'우영우 저격' 100만 유튜버[이슈시개]",전혀 사실 아님,SKIP,,,
4320,2022.08.16,"기상청 예보, 정확도 떨어진다", 온라인 커뮤니티출처: 온라인 커뮤니티,대체로 사실,SKIP,,,
4319,2022.08.18,"집중 호우 대비 예산, 서울시가 900억 원 깎았다", 민주당 비상대책위원회의(8월 10일),절반의 사실,TYPE_D,,,"집중 호우 대비 예산, 서울시가 900억 원 깎았다"
4318,2022.08.16,국가부채 'D4' 개념은 안철수가 만들어냈다," 경찰, ‘안철수 재정정책 비판’ 이상민 나라살림연구소 연구위원 송치(경향신문 보도)출처: 이상민 나라살림연구소 연구위원 지난 1월 유튜브 채널 '곰곰이' 출연 영상",판단 유보,SKIP,,,
4317,2022.08.16,WHO와 CDC가 마스크가 효과 없다고 했다," OAN 보도 (현재 삭제된 상태)출처: 파이낸스 투데이 기사 - 미국질병통제예방센터(CDC), ""마스크 착용 별 효과없다"" 연구 결과 발표출처: 국회 청원",대체로 사실 아님,TYPE_D,,,WHO와 CDC가 마스크가 효과 없다고 했다
4316,2022.08.16,"침수 중고차, 모르고 사면 전액 환불 가능하다", 온라인 커뮤니티,대체로 사실,SKIP,,,
4315,2022.08.12,천연가스 가격 뛸 때 태양광 발전 많이 하면 전기요금 낮출 수 있다, 언론사 자체 문제제기,대체로 사실 아님,TYPE_C,,,천연가스 가격 뛸 때 태양광 발전 많이 하면 전기요금 낮출 수 있다
4314,2022.08.16,탈원전 탓에 원전 경쟁력 후퇴했다, 국민일보에 보도 된 임만성 카이스트 교수 인터뷰  ,사실,TYPE_B,국민일보,,탈원전 탓에 원전 경쟁력 후퇴했다
4313,2022.08.12,건물 전체 대관하면 장애인 구역 주차 가능하다, 인터넷 커뮤니티 ,전혀 사실 아님,SKIP,,,
4312,2022.08.12,독일은 69년간 헌법 60번 고쳤다," 김진표 ""독일은 60번 개헌…국민투표 없이 개헌 하도록 검토하자""",대체로 사실,SKIP,,,
4311,2022.08.12,거북이 개체 수가 줄어서 해파리가 늘어났다, 해수욕장에 나타난 대형 해파리 50마리…피서객 수십 명 쏘여,전혀 사실 아님,SKIP,,,
4310,2022.08.12,오세훈 서울시장이 수방 및 치수 예산을 줄였다, SNS,사실,SKIP,,,
4309,2022.08.12,민주당이 다수인 서울시의회가 서울시 수방 예산을 삭감해 수해 피해가 커졌다, 서울시 홈페이지출처: 국민의힘 양금희 원내대변인 논평,대체로 사실 아님,SKIP,,,
4307,2022.08.11,"서울에도 초대형 빗물 저장소가 있었으나, 쓰레기 때문에 막혀서 무용지물이었다", 인터넷 커뮤니티,전혀 사실 아님,SKIP,,,
4306,2022.08.11,국내 원전 사용후핵연료 저장시설은 포화상태에 이르렀다, 커뮤니티 게시물(보배드림 유머게시판),대체로 사실,SKIP,,,
4305,2022.08.11,권성동 국민의힘 원내대표도 국회 운영위원장을 겸직하는데 (민주당 최고위원에 도전한) 정청래 의원의 상임위원장을 겸직을 문제 삼는 것은 부당하다, 정청래 의원 MBC와 인터뷰 전문,대체로 사실 아님,TYPE_B,MBC,,권성동 국민의힘 원내대표도 국회 운영위원장을 겸직하는데 (민주당 최고위원에 도전한) 정청래 의원의 상임위원장을 겸직을 문제 삼는 것은 부당하다
4304,2022.08.10,"강남 물난리, 빗물펌프장 반대한 학부모들 때문이다"," 더쿠, '침수피해 심한 강남에 빗물 펌프장이 부족한 이유 (9년전 기사)'출처: 클리앙, 강남물난리 자업자득, 학부모들 반발에 갈 곳 없는 ‘빗물펌프장’ ",대체로 사실 아님,SKIP,,,
4302,2022.08.11,입학 연령 하향 추진은 세계적 흐름이다," 尹, 교육부에 ""만5세 입학 공론화·초당적 논의 촉진 역할"" 지시",전혀 사실 아님,SKIP,,,
4301,2022.08.09,"휴가 사유, 회사에 꼭 알려야 한다", 인터넷 커뮤니티,전혀 사실 아님,SKIP,,,
4300,2022.08.16,"자동차와 함께 도로 위 질주하는 전동 킥보드 전용법 필요하다
", 도로교통법 일부개정법률안(김용판의원 등 15인),사실,SKIP,,,
4299,2022.08.05,"펠로시 미 하원의장 의전 결례, 국회의장 책임이다", 8월 4일 하태경 국민의힘 의원 페이스북출처: 박형수 국민의힘 원내대변인 논평,절반의 사실,SKIP,,,
4298,2022.08.05,2023년 세법개정안에 포함된 법인세 감세는 부자 감세다, 정부 감세정책은 '부자감세',절반의 사실,SKIP,,,
4297,2022.08.05,"펠로시 의장 말고도, 미국 의회 지도자들이 여러 차례 타이완을 방문해 왔다", 8월 2일(현지시각) CNN 인터뷰,대체로 사실,TYPE_D,,,"펠로시 의장 말고도, 미국 의회 지도자들이 여러 차례 타이완을 방문해 왔다"
4296,2022.08.05,대통령이 휴가 중에 방한한 인사를 만나는 것은 적절치 않다, YTN라디오 '뉴스킹 박지훈입니다' 8월 4일자 강승규 대통령실 시민사회수석 인터뷰,전혀 사실 아님,TYPE_B,YTN,,대통령이 휴가 중에 방한한 인사를 만나는 것은 적절치 않다
4295,2022.08.05,독일은 파견근로 기간에 제한이 없다," 한국경제 ""[사설] 잇따르는 직고용 판결…노동 경직성 막으려면 낡은 파견법 손질해야""출처: 매일경제 ""[사설] 대법원 '하청직원 직고용' 판결 쇼크, 파견법 조속히 개정해야""출처: 문화일보 ""제조업 해치고 청년 고용 막는 파견법""",전혀 사실 아님,TYPE_A,문화일보,"[사설] 잇따르는 직고용 판결…노동 경직성 막으려면 낡은 파견법 손질해야""출처: 매일경제","[사설] 잇따르는 직고용 판결…노동 경직성 막으려면 낡은 파견법 손질해야""출처: 매일경제"
4294,2022.08.04,긴급 상황이 생겨도 알뜰폰 사용자는 위치추적 안 된다, 언론사 자체 문제제기,대체로 사실,TYPE_C,,,긴급 상황이 생겨도 알뜰폰 사용자는 위치추적 안 된다
4293,2022.08.07,"대통령실 직원 명단, 우리나라만 유독 공개 안 한다", 언론사 자체 문제제기,대체로 사실,TYPE_C,,,"대통령실 직원 명단, 우리나라만 유독 공개 안 한다"
4292,2022.08.04,"만 5세 입학, 극성 엄마들 때문에 만들어진 정책이다", 기사 댓글,대체로 사실 아님,SKIP,,,
4291,2022.08.05,北에서 살인 등 중범죄 저지른 탈북자 국내서 처벌한 적 있다," 2022년 7월 27일 국회 대정부질문 한동훈 법무부 장관 답변출처: TBS라디오 '김어준의 뉴스공장' 7월 19일자 태영호 국민의힘 의원 인터뷰출처: 정의용 ""北, 어민 송환요청 안해…북측에 먼저 인수 의사 타진""(2022.07.17, 연합뉴스)출처: KBS라디오 '최경영의 최강시사' 7월 15일자 김병기 더불어민주당 의원 인터뷰",대체로 사실 아님,TYPE_A,연합뉴스,"北, 어민 송환요청 안해…북측에 먼저 인수 의사 타진","北, 어민 송환요청 안해…북측에 먼저 인수 의사 타진"
4290,2022.08.03,"고학력·고소득층은 더불어민주당, 저학력·저소득층은 국민의힘 지지한다"," 이재명 ""저학력·저소득층이 국민의힘 지지…언론 때문""",대체로 사실 아님,SKIP,,,
4289,2022.08.04,지구멸망까지 8년 남았다, 커뮤니티 게시물(인벤 메이플스토리 게시판)출처: 페이스북 게시물,전혀 사실 아님,SKIP,,,
4287,2022.08.03,"전세 사기, 주말에 자주 일어난다", 온라인 커뮤니티출처: 온라인 커뮤니티,절반의 사실,SKIP,,,
4286,2022.08.01,경찰이 독립된 나라는 없다, 행정안전부 이상민 장관 긴급 브리핑(2022.07.25),대체로 사실 아님,TYPE_D,,,경찰이 독립된 나라는 없다
4285,2022.08.02,자폐 스펙트럼 장애인은 울지 않는다, 언론사 자체 문제제기,전혀 사실 아님,TYPE_C,,,자폐 스펙트럼 장애인은 울지 않는다
4284,2022.08.01,훈련소 입소 후 코로나 확진돼 귀가하면 복무기간 안 빼준다, 인터넷 커뮤니티출처: 인터넷 커뮤니티,전혀 사실 아님,SKIP,,,
4283,2022.08.01,경찰대 출신이 총경급 이상 고위직 60% 차지한다, MBC 라디오 ‘김종배의 시선집중’ 2022년 7월 26일 방송,사실,TYPE_B,MBC,,경찰대 출신이 총경급 이상 고위직 60% 차지한다
4282,2022.08.01,"저학력, 저소득층이 국민의힘 지지를 많이 한다"," 이재명 의원 라이브방송(7/29)출처: 이재명 의원 SNS(7/30)출처: 이재명 ""저학력·저소득층이 국민의힘 지지…언론 때문""",절반의 사실,SKIP,,,
4281,2022.08.01,"저학력, 저소득층이 언론 때문에 국민의힘 지지를 많이 한다"," 이재명 공식 유튜브 라이브출처: 이재명 ""저학력·저소득층이 국민의힘 지지…언론 때문""",절반의 사실,SKIP,,,
4280,2022.08.05,북한에서 범죄 저지르고 남한으로 오면 우리 법원이 처벌했다, 국회 대정부 질문,대체로 사실,SKIP,,,
