seed,validation_n,semantic_ndcg3,hybrid_ndcg3,semantic_mrr,hybrid_mrr,semantic_low_trust,hybrid_low_trust
42,528,0.5209860618844753,0.6169462578125063,0.5417929292929285,0.608585858585857,0.017676767676767676,0.010732323232323232
43,528,0.5223391328666178,0.6275659751217595,0.5437815656565649,0.6172664141414128,0.015782828282828284,0.010732323232323232
44,528,0.5157103449878301,0.6278588705154284,0.5344065656565652,0.6164772727272715,0.013257575757575758,0.008838383838383838
45,528,0.525428014975655,0.6364265201636972,0.5413825757575753,0.6244318181818169,0.013888888888888888,0.008838383838383838
46,528,0.5310649107819319,0.6463921631696498,0.5486742424242416,0.6298611111111099,0.011363636363636364,0.006944444444444444
