n_valid,n_extreme,accuracy,precision,recall,f1,roc_auc,spearman_rho,high_label_mean,low_label_mean,tp,tn,fp,fn,requested,failure_rate,latency_p50_sec,latency_p95_sec
30,20,0.8,0.75,0.9,0.8181818181818182,0.775,0.3914081907262832,82.3,66.6,9,7,3,1,30,0.0,,
